,Importer,WeightKG,Exporter,ValPerKG,ord,min_ord
2073,Portugal,1894611.5,U.A Emirates,0.466223007,1,1
2074,Portugal,639499,Spain,2.215766529,2,2
2075,Portugal,144075,USA,1.693861382,3,3
2076,Portugal,120914,France,1.784633068,4,4
2077,Portugal,33240,Netherlands,3.098573405,5,5
2078,Portugal,26634,Greece,3.704800593,6,6
2079,Portugal,21140.5,Canada,2.570261905,7,7
2080,Qatar,389527,Kuwait,2.113879381,1,1
2081,Qatar,282142,U.A Emirates,0.527032874,2,2
2082,Qatar,25000,Tunisia,1.16261,3,3
2083,South Korea,34150435,Japan,0.344571945,1,1
2084,South Korea,1764703.5,China,1.081847335,2,2
2085,South Korea,446010,U.A Emirates,1.048386787,3,3
2086,South Korea,360777.95,USA,5.567679154,4,4
2087,South Korea,359666.9,Thailand,3.612077305,5,5
2088,South Korea,238923.5,Malaysia,1.13813445,6,6
2089,South Korea,109235.285,Vietnam,1.894723329,7,7
2090,South Korea,98732,Pakistan,1.933669065,8,8
2091,South Korea,89902,Australia,9.655602767,9,9
2092,South Korea,83927.4005,United Kingdom,7.475353708,10,10
2093,South Korea,81103.01,Philippines,1.69361082,11,11
2094,South Korea,80762.56,Hong Kong,2.657963295,12,12
2095,South Korea,79120.486,Canada,2.49329856,13,13
2096,South Korea,78642.5,India,2.722424107,14,14
2097,South Korea,75665.645,Germany,4.518507849,15,15
2098,South Korea,65576.7945,Singapore,3.728479847,16,16
2099,South Korea,61896,Cambodia,0.912583105,17,17
2100,South Korea,32400.618,Indonesia,1.120442752,19,19
2101,South Korea,30351,Netherlands,5.14695191,20,20
2102,South Korea,25432,Qatar,5.293637014,21,21
2103,South Korea,24907.5,France,18.27868044,22,22
2104,South Korea,24078.28,Italy,6.749323746,23,23
2105,South Korea,23994.38,Belgium,0.932954545,24,24
2106,Moldova,1630437.5,Germany,2.167718064,1,1
2107,Moldova,266670,Poland,4.181290017,2,2
2108,Moldova,251971.5,Switzerland,0.479890305,3,3
2109,Moldova,210075,Netherlands,1.896476052,4,4
2110,Moldova,199137,USA,0.599329418,5,5
2111,Moldova,137574.25,Romania,3.091127355,6,6
2112,Moldova,87800.5,Belgium,4.441511779,7,7
2113,Moldova,71930,Denmark,0.08008578,8,8
2114,Moldova,65128.5,Sweden,0.688676001,9,9
2115,Moldova,49427,Czechia,3.499757218,10,10
2116,Moldova,34726,United Kingdom,0.731124985,11,11
2117,Moldova,22080,Morocco,0.527906884,12,12
2118,Moldova,21401.817,Israel,1.121400113,13,13
2119,Moldova,20753,Norway,0.179215408,14,14
2120,Romania,26743421.5,Germany,0.566083543,1,1
2121,Romania,8387414,Hungary,0.989983987,2,2
2122,Romania,5991405.5,Austria,0.64470017,3,3
2123,Romania,3397815.5,Bulgaria,3.255025026,4,4
2124,Romania,1285419,Czechia,0.28660605,5,5
2125,Romania,1188105.45,Switzerland,0.625169467,6,6
2126,Romania,1186647.5,Slovakia,2.358633685,7,7
2127,Romania,1127820,Netherlands,1.379523858,8,8
2128,Romania,1057863.622,United Kingdom,1.473647486,9,9
2129,Romania,896617,Poland,4.49914021,10,10
2130,Romania,864855.5,Italy,1.391591777,11,11
2131,Romania,417346.7505,Canada,1.055969304,12,12
2132,Romania,305662.5,Belgium,0.726515295,13,13
2133,Romania,289780,Denmark,0.820204398,14,14
2134,Romania,284479.95,USA,1.106925578,15,15
2135,Romania,224500,Sweden,0.938195753,16,16
2136,Romania,191583.3,U.A Emirates,0.666813209,17,17
2137,Romania,150871,Norway,0.261129624,18,18
2138,Romania,107780.65,Spain,2.874817213,20,20
2139,Romania,98467,Lithuania,1.740283691,21,21
2140,Romania,82959,Portugal,0.731901747,22,22
2141,Romania,53892,Tunisia,0.824605969,23,23
2142,Romania,35761,Ireland,1.200037235,24,24
2143,Romania,33908.75,Malaysia,4.948051016,25,25
2144,Romania,33020,Lebanon,0.653468807,26,26
2145,Romania,32530,Pakistan,0.951564315,27,27
2146,Romania,29810,India,1.367910992,28,28
2147,Russian Federation,12010188.29,Belarus,1.207557855,1,1
2148,Russian Federation,7125568.25,Belgium,2.303011242,2,2
2149,Russian Federation,6981185.45,Poland,2.079722363,3,3
2150,Russian Federation,6509504.35,Netherlands,3.843135512,4,4
2151,Russian Federation,5403000.5,Germany,3.211411998,5,5
2152,Russian Federation,4760396.5,Lithuania,3.968698541,6,6
2153,Russian Federation,1790968,Turkey,3.053310277,8,8
2154,Russian Federation,1227443,United Kingdom,2.173571113,10,10
2155,Russian Federation,623206,Latvia,4.292570862,11,11
2156,Russian Federation,547444.8,Oman,4.104303026,12,12
2157,Russian Federation,467715.7,Estonia,3.071775531,13,13
2158,Russian Federation,417661.95,Italy,3.591592756,14,14
2159,Russian Federation,283112.65,Bulgaria,4.008275763,15,15
2160,Russian Federation,237938.95,U.A Emirates,2.936194467,16,16
2161,Russian Federation,228005.5,Slovakia,3.299863892,17,17
2162,Russian Federation,222916.65,Hungary,3.802725095,18,18
2163,Russian Federation,213140.055,Romania,1.4170684,19,19
2164,Russian Federation,183550,Denmark,2.289514132,20,20
2165,Russian Federation,169020.1685,USA,4.118815506,21,21
2166,Russian Federation,90495.043,Israel,1.097925594,22,22
2167,Russian Federation,71560.72,Honduras,4.022104026,23,23
2168,Russian Federation,66096,Spain,3.632223443,24,24
2169,Russian Federation,63342,Czechia,2.538378959,25,25
2170,Russian Federation,58705.8,Finland,4.088516144,26,26
2171,Russian Federation,58186,Nicaragua,4.038386121,27,27
2172,Russian Federation,43516,Kyrgyzstan,0.794787895,28,28
2173,Russian Federation,40162,Argentina,2.312496888,29,29
2174,Russian Federation,34210.01,Kazakhstan,0.849695206,30,30
2175,Russian Federation,22289.172,Canada,1.571097743,31,31
2176,Russian Federation,20160,Nigeria,1.106125992,32,32
2177,Rwanda,7391888,China,0.983609503,1,1
2178,Rwanda,1978989.5,India,1.111724642,2,2
2179,Rwanda,1688254.25,France,0.883292825,3,3
2180,Rwanda,1299971.7,Belgium,0.861355864,4,4
2181,Rwanda,868990,Australia,1.13503705,5,5
2182,Rwanda,850217.5,Canada,1.040323223,6,6
2183,Rwanda,474565.5,Hong Kong,1.070923317,7,7
2184,Rwanda,456030.5,U.A Emirates,1.249475543,8,8
2185,Rwanda,339831,United Kingdom,1.027795689,9,9
2186,Rwanda,293356.25,Netherlands,1.344347863,10,10
2187,Rwanda,183740.2,USA,1.029129048,11,11
2188,Rwanda,144326,Pakistan,0.877822271,12,12
2189,Rwanda,141067,Poland,0.893482652,13,13
2190,Rwanda,130821,Kenya,1.011856769,14,14
2191,Rwanda,104021,Italy,1.312636106,15,15
2192,Rwanda,73175,Bulgaria,1.480369935,16,16
2193,Rwanda,62084.5,Congo,1.187661121,17,17
2194,Rwanda,23805,Chile,0.455335434,18,18
2195,Rwanda,22830,Hungary,1.530573105,19,19
2196,Rwanda,22355,Spain,0.95831164,20,20
2197,Rwanda,22352,Germany,1.973977519,21,21
2198,Samoa,188211,USA,1.000857406,1,1
2199,San Marino,21346,Germany,8.190137448,1,1
2200,Sao Tome and Principe,510507.365,Portugal,1.184956198,1,1
2201,Sao Tome and Principe,251725,Italy,1.119454066,2,2
2202,Sao Tome and Principe,207798.5,Netherlands,1.390431504,3,3
2203,Sao Tome and Principe,197288.5,Belgium,1.224951688,4,4
2204,Sao Tome and Principe,152150.7,Germany,1.258143613,5,5
2205,Sao Tome and Principe,80378,U.A Emirates,1.135664308,6,6
2206,Sao Tome and Principe,34870,India,1.144325207,7,7
2207,Sao Tome and Principe,34498.5,Spain,1.181689852,8,8
2208,Sao Tome and Principe,31615,Equatorial Guinea,1.480857726,9,9
2209,Sao Tome and Principe,28060,Turkey,0.789334658,10,10
2210,Sao Tome and Principe,27555,China,2.54854205,11,11
2211,Sao Tome and Principe,27310,Pakistan,1.049854888,12,12
2212,Sao Tome and Principe,26195,Poland,1.076130268,13,13
2213,Saudi Arabia,453659,China,0.670552687,1,1
2214,Saudi Arabia,145653,Cambodia,0.442421371,2,2
2215,Saudi Arabia,128413,Italy,0.403953112,3,3
2216,Saudi Arabia,111570,Pakistan,0.522064657,4,4
2217,Saudi Arabia,91381.5,U.A Emirates,0.971496116,5,5
2218,Saudi Arabia,80100,Greece,0.429300774,6,6
2219,Saudi Arabia,37995,Belgium,1.233789422,7,7
2220,Saudi Arabia,24295,USA,3.374439185,8,8
2221,Senegal,7111782.5,Italy,0.832444812,1,1
2222,Senegal,4675816.5,USA,0.841565495,2,2
2223,Senegal,4388044,France,0.760740217,3,3
2224,Senegal,2448373.5,China,0.665732175,4,4
2225,Senegal,1773305.5,Turkey,0.693619017,5,5
2226,Senegal,1290862,Belgium,0.687458671,6,6
2227,Senegal,1214230,Spain,0.71764975,7,7
2228,Senegal,1120650,U.A Emirates,0.924268399,8,8
2229,Senegal,960747.5,United Kingdom,0.953622988,9,9
2230,Senegal,869493.4125,Canada,0.917155763,10,10
2231,Senegal,678022.5,Pakistan,0.757232834,11,11
2232,Senegal,438772,Netherlands,1.170789942,12,12
2233,Senegal,376590,Germany,1.35464697,13,13
2234,Senegal,332585,India,0.964553635,14,14
2235,Senegal,304929,Hungary,0.823272876,15,15
2236,Senegal,245053,Malaysia,0.988593557,16,16
2237,Senegal,243689.5,Romania,0.667079177,17,17
2238,Senegal,161146.5,Poland,0.899464883,18,18
2239,Senegal,113250,Tunisia,0.574898633,19,19
2240,Senegal,83779,Slovakia,1.96110685,20,20
2241,Senegal,65091,Bulgaria,0.858979072,21,21
2242,Senegal,57355,Togo,0.739729928,22,22
2243,Senegal,54797,South Korea,0.965828264,23,23
2244,Senegal,50812,Albania,0.573691929,24,24
2245,Senegal,50287,Lebanon,0.60617124,25,25
2246,Senegal,46643.5,Egypt,0.551072471,26,26
2247,Senegal,39455,Switzerland,0.692569215,27,27
2248,Senegal,33787,Haiti,0.584524415,28,28
2249,Senegal,33125,Lithuania,1.493972434,29,29
2250,Senegal,28100,Oman,0.130039011,30,30
2251,Senegal,27650,Mali,0.459327898,31,31
2252,Senegal,26671,Honduras,0.541902741,32,32
2253,Senegal,25970,Benin,0.451293223,33,33
2254,Senegal,25565,Morocco,0.723057713,34,34
2255,Senegal,24840,Belize,0.581840419,35,35
2256,Senegal,24710.5,Iceland,0.887953288,36,36
2257,Senegal,23736,Chile,0.598606758,37,37
2258,Senegal,23624,New Zealand,0.720584067,38,38
2259,Serbia,3014050.5,Germany,0.827690511,1,1
2260,Serbia,748552.5,Switzerland,0.576740457,2,2
2261,Serbia,605655,Slovakia,2.167888558,3,3
2262,Serbia,558926.3,Romania,1.140204862,4,4
2263,Serbia,319211.5,Hungary,1.475426319,5,5
2264,Serbia,186239.5,Bulgaria,0.813873973,6,6
2265,Serbia,116753,Netherlands,1.105439861,7,7
2266,Serbia,94768.5,Austria,0.613137627,8,8
2267,Serbia,56661.845,Canada,1.661754527,9,9
2268,Serbia,53374,Slovenia,0.362239808,10,10
2269,Serbia,34777.5,Sweden,0.684131924,11,11
2270,Serbia,33525.45,U.A Emirates,1.887914158,12,12
2271,Serbia,31817.5,Belgium,1.20452445,13,13
2272,Serbia,31767,Italy,1.062097257,14,14
2273,Serbia,26426,Denmark,0.240544297,15,15
2274,Seychelles,177838,France,0.082976137,1,1
2275,Seychelles,97992,Poland,0.055341252,2,2
2276,Seychelles,42944.34,Belgium,0.089561292,3,3
2277,Sierra Leone,2016663.481,Canada,1.120335321,1,1
2278,Sierra Leone,1588810,Poland,1.011273217,2,2
2279,Sierra Leone,1173340,China,0.734721314,3,3
2280,Sierra Leone,1067400,USA,1.692480794,4,4
2281,Sierra Leone,773671,Pakistan,1.081692506,5,5
2282,Sierra Leone,484730,India,1.058845871,6,6
2283,Sierra Leone,393690,United Kingdom,1.350513961,7,7
2284,Sierra Leone,327064,Germany,1.119375099,8,8
2285,Sierra Leone,271489,U.A Emirates,1.456181797,9,9
2286,Sierra Leone,250750,Lebanon,1.512754276,10,10
2287,Sierra Leone,110433.5,Italy,0.867982023,11,11
2288,Sierra Leone,89560,Ireland,1.300803048,12,12
2289,Sierra Leone,57644.346,Sweden,0.479026304,13,13
2290,Sierra Leone,27900,Lithuania,1.660681004,15,15
2291,Sierra Leone,27500,Australia,0.603226894,16,16
2292,Sierra Leone,26923,Turkey,2.064617616,17,17
2293,Sierra Leone,23668.01,Belgium,1.045286249,18,18
2294,Sierra Leone,23355,Greece,0.486634328,19,19
2295,Sierra Leone,22500,Spain,0.489601911,20,20
2296,Sierra Leone,20629,Norway,0.505880217,21,21
2297,Singapore,2701355,Malaysia,1.013085969,1,1
2298,Singapore,1838059,China,1.37755718,2,2
2299,Singapore,627876,South Korea,0.680492893,4,4
2300,Singapore,208401.95,U.A Emirates,1.490951299,5,5
2301,Singapore,180047.3,Philippines,0.529168392,6,6
2302,Singapore,108860.27,Myanmar,4.424666973,7,7
2303,Singapore,93920.4785,Hong Kong,2.106407385,8,8
2304,Singapore,63466,Thailand,3.937684537,9,9
2305,Singapore,42316.108,Indonesia,7.288479132,10,10
2306,Singapore,31611.9245,USA,1.033692975,11,11
2307,Singapore,31586.2055,Australia,3.392391994,12,12
2308,Singapore,30290,Canada,1.11657076,13,13
2309,Singapore,22070,Timor-Leste,0.681972768,14,14
2310,Slovakia,5923882.5,Italy,0.514749869,1,1
2311,Slovakia,4360465.5,Austria,0.470563038,3,3
2312,Slovakia,3156262.14,Germany,0.656527999,4,4
2313,Slovakia,3055300,Sweden,0.625238857,5,5
2314,Slovakia,1869633.5,Denmark,0.715129506,6,6
2315,Slovakia,1367969,Norway,0.702643347,7,7
2316,Slovakia,1356576,Czechia,0.416279949,8,8
2317,Slovakia,1331412.5,Netherlands,1.039099331,9,9
2318,Slovakia,952315,Poland,2.810793386,10,10
2319,Slovakia,906930.5,France,0.4725611,11,11
2320,Slovakia,629435,Belgium,1.139218288,12,12
2321,Slovakia,571168,Hungary,2.5338489,13,13
2322,Slovakia,325785,Switzerland,0.793161383,14,14
2323,Slovakia,198218,Greece,4.210924971,15,15
2324,Slovakia,167743,Estonia,4.785578298,16,16
2325,Slovakia,162395.5,Bulgaria,3.903204304,17,17
2326,Slovakia,148840,Croatia,0.057109802,18,18
2327,Slovakia,147880.7075,United Kingdom,1.601410791,19,19
2328,Slovakia,123620,U.A Emirates,0.53181575,20,20
2329,Slovakia,122063,Turkey,1.088970543,21,21
2330,Slovakia,115609,Lithuania,1.979499866,22,22
2331,Slovakia,114872.5,Romania,0.125801411,23,23
2332,Slovakia,58597,Spain,3.210698039,24,24
2333,Slovakia,50301,Malta,15.91051017,25,25
2334,Slovakia,44526,USA,3.802083884,26,26
2335,Slovakia,39340,Slovenia,0.167732842,28,28
2336,Slovakia,30889,Bosnia Herzegovina,0.201150188,29,29
2337,Slovakia,23577.701,Canada,1.12033531,30,30
2338,Slovenia,186410,Turkey,0.2935894,1,1
2339,Slovenia,130952,Slovakia,3.026293711,2,2
2340,Slovenia,52894,Netherlands,2.078859776,3,3
2341,Slovenia,39450,U.A Emirates,1.29573952,4,4
2342,Solomon Islands,1093995,Australia,1.953808723,1,1
2343,Solomon Islands,119237.845,Philippines,0.753257695,2,2
2344,Solomon Islands,21672,USA,2.172361357,3,3
2345,Somalia,1591750,Spain,0.487771788,1,1
2346,Somalia,681675,Italy,0.585356485,2,2
2347,Somalia,440056,Oman,1.055321318,3,3
2348,Somalia,335639,Germany,1.350019053,4,4
2349,Somalia,306195,Poland,0.849736279,5,5
2350,Somalia,280125,Belgium,1.026441716,6,6
2351,Somalia,264243,Hungary,1.405032489,7,7
2352,Somalia,234000,Australia,0.604824002,9,9
2353,Somalia,229792,United Kingdom,1.014503305,10,10
2354,Somalia,228468,U.A Emirates,0.280532609,11,11
2355,Somalia,222140,France,0.877146781,12,12
2356,Somalia,162294,Bulgaria,1.254810891,13,13
2357,Somalia,156620,India,1.359684683,14,14
2358,Somalia,128847,Netherlands,0.994176729,15,15
2359,Somalia,116009.762,Canada,1.12033533,16,16
2360,Somalia,98419,USA,1.956986552,17,17
2361,Somalia,81000,Sweden,0.973068868,18,18
2362,Somalia,57708,Turkey,0.756099674,19,19
2363,Somalia,41486.5,China,1.346144317,20,20
2364,Somalia,29272,Norway,0.188583347,21,21
2365,Somalia,25615,Ukraine,3.550001171,22,22
2366,Somalia,24410,Japan,0.263479353,23,23
2367,Somalia,20368,Kenya,1.192394685,24,24
2368,South Africa,4322553,Netherlands,0.401731635,1,1
2369,South Africa,3785365.5,Pakistan,0.403848809,2,2
2370,South Africa,1972393.19,Italy,0.626691245,3,3
2371,South Africa,1399128.7,Germany,0.925468864,4,4
2372,South Africa,722617.56,USA,0.405114833,5,5
2373,South Africa,665970.5,U.A Emirates,0.299659445,6,6
2374,South Africa,526330,Turkey,0.27396108,7,7
2375,South Africa,418347,France,0.236680689,8,8
2376,South Africa,393794.5,Belgium,0.708158455,9,9
2377,South Africa,293213.5,United Kingdom,1.035961057,10,10
2378,South Africa,266858.3965,Canada,0.697554545,11,11
2379,South Africa,256609,Malaysia,0.111837063,12,12
2380,South Africa,221074.5,Ghana,0.24536611,13,13
2381,South Africa,185969,Cambodia,1.16850174,14,14
2382,South Africa,144946.45,Morocco,1.276961563,15,15
2383,South Africa,119013,China,0.595242329,16,16
2384,South Africa,110127,Czechia,0.690202234,17,17
2385,South Africa,106701,Poland,0.271603327,18,18
2386,South Africa,89535,Greece,0.301066024,19,19
2387,South Africa,84502,Hong Kong,2.069097398,20,20
2388,South Africa,69770,Croatia,0.230121736,21,21
2389,South Africa,67422,Romania,0.598495858,22,22
2390,South Africa,67322.5,Togo,0.404301279,23,23
2391,South Africa,61012,South Korea,0.417447775,24,24
2392,South Africa,52128.5,Zimbabwe,3.640282378,25,25
2393,South Africa,51567,Lebanon,0.651863323,26,26
2394,South Africa,46872,Hungary,1.013552912,27,27
2395,South Africa,29100.5,Switzerland,0.636848856,28,28
2396,South Africa,21926,Spain,0.536651601,29,29
2397,South Sudan,129377.884,Canada,1.120335327,1,1
2398,South Sudan,48600,China,0.596091516,2,2
2399,South Sudan,46493,Uganda,0.865023036,3,3
2400,South Sudan,33347,Germany,1.108971495,4,4
2401,South Sudan,32310,Poland,0.599652308,5,5
2402,Spain,5915595,Germany,0.530535983,1,1
2403,Spain,3835479,U.A Emirates,0.479093924,2,2
2404,Spain,3007135,Netherlands,1.032395982,3,3
2405,Spain,1239937.5,Morocco,1.014380834,4,4
2406,Spain,1219207.35,Belgium,0.592872837,5,5
2407,Spain,1162854.5,United Kingdom,1.07093422,6,6
2408,Spain,457839.2,Poland,1.67272004,8,8
2409,Spain,436097,France,1.226324303,9,9
2410,Spain,369561,Portugal,0.545901994,10,10
2411,Spain,275369.7,USA,3.324075296,11,11
2412,Spain,206618,Romania,0.563680839,12,12
2413,Spain,170929.5,Greece,2.806940497,13,13
2414,Spain,162817,Slovakia,2.25666257,14,14
2415,Spain,157525,Austria,0.467554038,15,15
2416,Spain,157365.5,Luxembourg,0.393914406,16,16
2417,Spain,95182.7,Turkey,1.375924493,17,17
2418,Spain,80715,Pakistan,0.745726638,18,18
2419,Spain,62026.5,Czechia,1.458602078,19,19
2420,Spain,56633.5,China,0.984519362,20,20
2421,Spain,49278,Lithuania,4.02979017,21,21
2422,Spain,43994,Thailand,2.848707551,22,22
2423,Spain,40956,Hungary,8.155459518,23,23
2424,Spain,35648.5,Bulgaria,3.468017567,24,24
2425,Spain,30956,Italy,5.163389682,25,25
2426,Spain,24615,Tunisia,1.003917039,26,26
2427,Sri Lanka,56510.4795,USA,1.424039187,2,2
2428,Sri Lanka,56497.5,U.A Emirates,0.814780127,3,3
2429,Sri Lanka,48800,Kuwait,0.662193993,4,4
2430,Sri Lanka,23644.173,Israel,5.922238517,5,5
2431,State of Palestine,405615.1,Israel,1.068018424,1,1
2432,Sudan,477025,India,0.693147582,1,1
2433,Sudan,103340,Kuwait,0.914547136,2,2
2434,Sudan,33131,Germany,1.20610743,3,3
2435,Sudan,31290,Togo,13.2730559,4,4
2436,Sudan,27456,Poland,0.624745047,5,5
2437,Sudan,23557.5,Italy,0.869296454,6,6
2438,Sudan,21718,USA,1.473892624,7,7
2439,Suriname,102878.4,Netherlands,1.06056156,1,1
2440,Sweden,5817904.072,Norway,0.705564297,1,1
2441,Sweden,92345,Bulgaria,2.157187449,2,2
2442,Sweden,68811.3965,U.A Emirates,2.605866334,3,3
2443,Sweden,45045.733,Pakistan,3.178724219,4,4
2444,Sweden,32630.1145,United Kingdom,11.68269025,5,5
2445,Sweden,30926.79,South Sudan,0.848307762,6,6
2446,Sweden,28453,Austria,0.374945278,7,7
2447,Sweden,27199.889,USA,3.870032115,8,8
2448,Sweden,25887.0495,India,6.645339867,9,9
2449,Sweden,24908.223,China,1.541102666,10,10
2450,Sweden,22021.634,Iran,5.040503579,11,11
2451,Sweden,21408,Slovakia,4.90471492,12,12
2452,Sweden,21101.356,Thailand,1.327596031,13,13
2453,Sweden,20852.5,Lithuania,0.466474354,14,14
2454,Switzerland,50819,Tunisia,4.138889151,1,1
2455,Switzerland,44789.5,Netherlands,8.470661134,2,2
2456,Switzerland,43527.973,United Kingdom,11.84479407,3,3
2457,Switzerland,31102,Ghana,0.845721658,4,4
2458,Switzerland,20507,Thailand,5.288861509,5,5
2459,Syria,10591275,Turkey,0.365267071,1,1
2460,Syria,268900,Japan,0.085874433,2,2
2461,Tajikistan,6525353.6,Russian Federation,0.737991834,1,1
2462,Tajikistan,2207250.348,Kazakhstan,0.489149809,2,2
2463,Tajikistan,146336.5,Poland,0.973975691,3,3
2464,Tajikistan,103200,Pakistan,1.208664469,4,4
2465,Tajikistan,67688.5,Finland,7.202678545,5,5
2466,Tajikistan,33097.5,USA,1.14602253,6,6
2467,Tajikistan,26004,Germany,1.189504884,7,7
2468,Tajikistan,20545,Afghanistan,1.221681618,8,8
2469,Thailand,23519151.83,Pakistan,0.685963601,1,1
2470,Thailand,18618839,South Korea,1.220194866,2,2
2471,Thailand,6703895.455,China,0.864085575,3,3
2472,Thailand,5776976.455,Japan,0.912103564,4,4
2473,Thailand,5684698.5,Malaysia,0.740928232,5,5
2474,Thailand,3974517,USA,0.930809441,6,6
2475,Thailand,3887210,India,0.959460678,7,7
2476,Thailand,3233969.802,Cambodia,0.870004253,8,8
2477,Thailand,2304027.835,Hong Kong,0.700316384,9,9
2478,Thailand,2227912.25,Canada,0.927705273,10,10
2479,Thailand,912233.599,U.A Emirates,0.756733203,11,11
2480,Thailand,715101,Philippines,1.036885964,12,12
2481,Thailand,254079.8115,United Kingdom,1.650641202,14,14
2482,Thailand,126792,Honduras,0.426165413,15,15
2483,Thailand,112489,Australia,2.382011871,16,16
2484,Thailand,111383.259,Netherlands,4.973113842,17,17
2485,Thailand,88127.5,Turkey,0.64738025,18,18
2486,Thailand,84697.591,Singapore,2.662353728,19,19
2487,Thailand,79355.871,Thailand,3.357166017,20,20
2488,Thailand,65542.121,Germany,4.668918582,21,21
2489,Thailand,61327.309,Dominica,0.871874348,22,22
2490,Thailand,59027.055,Belgium,4.046383905,23,23
2491,Thailand,42692.966,Italy,2.826185799,24,24
2492,Thailand,36602.5,France,6.599351548,25,25
2493,Thailand,25405.3055,Vietnam,1.923187106,27,27
2494,Thailand,23089,Chile,1.149112834,28,28
2495,Thailand,21702.275,Indonesia,5.372552917,29,29
2496,Thailand,21674.298,Qatar,7.652717373,30,30
2497,Thailand,20483,Saudi Arabia,1.694125372,31,31
2498,Timor-Leste,1595660,Singapore,1.717077847,1,1
2499,Timor-Leste,1374052,China,1.516086,2,2
2500,Timor-Leste,167356,Malaysia,0.496438206,3,3
2501,Togo,16263100.5,Poland,0.496480609,1,1
2502,Togo,5954094.5,Germany,0.503112009,2,2
2503,Togo,5627427.5,United Kingdom,0.922819225,3,3
2504,Togo,5183083,Spain,0.399982302,4,4
2505,Togo,4300335.5,France,0.449058588,5,5
2506,Togo,4287951.201,Israel,1.040987198,6,6
2507,Togo,3733302,Lithuania,0.737422417,7,7
2508,Togo,2972704.5,China,0.825039376,8,8
2509,Togo,2733980,Italy,0.482974635,9,9
2510,Togo,2315468.1,Ukraine,1.05347543,10,10
2511,Togo,1731212.5,Netherlands,0.447828211,11,11
2512,Togo,1125712,Malaysia,0.698572311,12,12
2513,Togo,1026548,Slovakia,0.632284634,13,13
2514,Togo,752086.5,Portugal,0.361724643,14,14
2515,Togo,733216,Bulgaria,0.606894833,15,15
2516,Togo,712857.5,USA,0.739616103,16,16
2517,Togo,700735.3,Belgium,0.720932069,17,17
2518,Togo,629908.5,Hungary,0.536753581,18,18
2519,Togo,503100,Latvia,0.584655257,19,19
2520,Togo,494425.454,Canada,1.091044077,20,20
2521,Togo,406181.5,Australia,0.518865077,21,21
2522,Togo,395550,Tunisia,0.531610967,22,22
2523,Togo,393279.5,Oman,0.76700381,23,23
2524,Togo,335066,U.A Emirates,0.562303171,24,24
2525,Togo,310829,Croatia,0.393266248,25,25
2526,Togo,290673.5,Romania,0.970543969,26,26
2527,Togo,272699.5,Morocco,0.574650095,27,27
2528,Togo,251107.5,India,0.642215966,28,28
2529,Togo,123106.5,Iceland,0.344238645,30,30
2530,Togo,104064.5,Estonia,0.683567677,31,31
2531,Togo,100972.5,Turkey,0.552420572,32,32
2532,Togo,99655,South Korea,1.127673104,33,33
2533,Togo,96573.5,Switzerland,0.644713494,34,34
2534,Togo,93269.5,Austria,1.066329217,35,35
2535,Togo,68170,Saudi Arabia,0.357495805,36,36
2536,Togo,67665,Thailand,0.804724754,37,37
2537,Togo,57167.5,Benin,0.176161584,38,38
2538,Togo,52382,Czechia,0.523732405,39,39
2539,Togo,52282.5,Greece,0.529464031,40,40
2540,Togo,46570,Japan,0.400502961,41,41
2541,Togo,45130,Bosnia Herzegovina,0.520643474,42,42
2542,Togo,26170,Pakistan,0.956580588,43,43
2543,Togo,26110,Singapore,0.628457598,44,44
2544,Togo,26000,Cyprus,0.628207795,45,45
2545,Togo,25972,Slovenia,0.386048783,46,46
2546,Togo,25725,Serbia,0.318006414,47,47
2547,Togo,25714.6,Philippines,0.184719965,48,48
2548,Togo,25000,Cambodia,0.377239266,49,49
2549,Togo,24948,Nicaragua,6.55705277,50,50
2550,Togo,24010,North Korea,0.360513786,51,51
2551,Togo,23504,Sri Lanka,0.368275017,52,52
2552,Togo,21874,Ireland,1.157765636,53,53
2553,Togo,20971.5,Albania,6.646955144,54,54
2554,Tonga,51945,New Zealand,0.590676772,1,1
2555,Tonga,24617,Australia,2.248808549,2,2
2556,Tonga,22125,United Kingdom,2.953265713,3,3
2557,Trinidad and Tobago,83088,USA,1.717676277,1,1
2558,Tunisia,48811350,Italy,0.472550776,1,1
2559,Tunisia,24615779,Germany,0.533750841,2,2
2560,Tunisia,20958845,France,0.485244194,3,3
2561,Tunisia,9786964.121,Canada,0.801803928,4,4
2562,Tunisia,7895720,Netherlands,0.460281978,5,5
2563,Tunisia,7617015,USA,0.486522121,6,6
2564,Tunisia,4763910,Switzerland,0.727468303,7,7
2565,Tunisia,2018363.5,Slovenia,0.493666832,8,8
2566,Tunisia,917161.3335,United Kingdom,0.983721395,9,9
2567,Tunisia,689919.465,Belgium,0.488038351,10,10
2568,Tunisia,480130,Portugal,0.425760713,11,11
2569,Tunisia,416444.5,Austria,0.523437375,12,12
2570,Tunisia,368773,Spain,0.523837192,13,13
2571,Tunisia,314175,South Korea,0.583335414,14,14
2572,Tunisia,302540,Luxembourg,0.686320743,15,15
2573,Tunisia,223149,Malta,0.565544824,16,16
2574,Tunisia,187450,Poland,0.570537791,17,17
2575,Tunisia,178127.5,Hong Kong,0.501155338,18,18
2576,Tunisia,159122.5,Morocco,0.544552893,19,19
2577,Tunisia,90533,U.A Emirates,0.401183553,20,20
2578,Tunisia,86610,Greece,0.413965939,21,21
